-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2020 through 12/31/2025 in LST
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
RH2M     MERRA-2 Relative Humidity at 2 Meters (%) 
-END HEADER-
PARAMETER,YEAR,LAT,LON,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
RH2M,2021,23.5,51.875,53.31,55.78,31.26,24.43,25.24,27.54,33.12,33.18,37.02,45.83,51.86,52.54,39.17
RH2M,2021,23.5,52.5,55.19,57.43,32.77,25.61,25.22,31.11,31.64,32.51,38.43,47.14,54.64,54.95,40.45
RH2M,2021,23.5,53.125,57.65,59.09,33.74,27.15,26.81,32.24,31.1,32.94,40.95,49.3,57.76,57.3,42.06
RH2M,2021,23.5,53.75,58.5,59.06,34.41,28.47,29.22,33.35,30.86,32.8,41.57,50.01,58.29,58.31,42.8
RH2M,2021,23.5,54.375,56.32,56.81,34.85,28.67,29.84,33.08,30.19,30.99,39.56,48.52,56.3,57.31,41.77
RH2M,2021,23.5,55.0,52.05,52.41,33.71,26.68,26.53,31.07,29.34,26.76,35.17,44.03,52.63,55.16,38.71
RH2M,2021,23.5,55.625,44.69,43.33,28.42,22.43,20.46,25.29,28.7,23.57,28.53,36.17,45.12,53.33,33.29
RH2M,2021,23.5,56.25,42.14,36.2,23.06,19.27,19.9,21.29,31.25,24.75,27.38,35.43,41.33,52.2,31.18
RH2M,2021,24.0,51.875,59.47,63.88,44.78,38.93,41.63,42.16,48.31,48.26,48.17,54.49,57.74,59.03,50.5
RH2M,2021,24.0,52.5,60.15,64.69,45.29,38.44,41.5,46.72,46.72,46.98,48.8,55.32,59.44,59.71,51.07
RH2M,2021,24.0,53.125,62.3,64.84,44.78,37.63,41.77,46.74,44.15,46.13,50.4,56.2,60.77,61.03,51.31
RH2M,2021,24.0,53.75,63.13,64.93,46.11,40.49,45.17,48.38,44.26,46.73,51.55,56.34,60.89,62.63,52.47
RH2M,2021,24.0,54.375,59.44,60.89,42.18,36.28,40.53,43.35,37.49,40.06,46.8,52.52,58.11,60.04,48.06
RH2M,2021,24.0,55.0,53.69,55.46,37.35,29.73,31.35,35.46,31.63,30.18,39.02,47.0,54.32,57.43,41.8
RH2M,2021,24.0,55.625,46.63,47.34,31.09,23.91,21.66,26.06,30.29,25.21,30.2,38.74,48.85,56.03,35.44
RH2M,2021,24.0,56.25,45.34,44.01,26.05,20.49,21.17,23.65,34.26,30.49,30.26,40.0,48.9,57.59,35.16
RH2M,2021,24.5,51.875,64.82,70.88,59.18,55.33,57.39,57.23,63.35,60.32,57.61,61.25,61.8,64.81,61.12
RH2M,2021,24.5,52.5,64.67,73.11,64.43,61.87,65.15,68.61,69.37,64.89,61.21,63.88,64.15,65.01,65.48
RH2M,2021,24.5,53.125,66.15,74.23,67.67,66.1,71.0,74.38,73.15,68.18,65.17,66.17,64.57,66.21,68.55
RH2M,2021,24.5,53.75,65.52,73.02,66.75,65.6,72.45,73.9,70.79,66.96,64.74,65.4,63.43,65.24,67.78
RH2M,2021,24.5,54.375,62.83,67.79,57.72,54.1,60.29,61.87,56.64,57.17,58.83,59.77,60.28,62.84,59.96
RH2M,2021,24.5,55.0,54.74,58.87,42.77,36.0,39.55,41.65,36.94,36.88,44.83,50.0,54.9,59.15,46.28
RH2M,2021,24.5,55.625,49.78,52.65,35.41,26.98,25.31,28.47,32.9,28.08,34.35,43.08,52.37,58.56,38.92
RH2M,2021,24.5,56.25,48.4,52.3,34.25,28.96,28.73,31.2,40.53,39.37,37.61,46.06,53.97,59.82,41.72
RH2M,2021,25.0,51.875,65.84,71.92,61.24,58.0,58.32,59.35,65.03,60.24,57.86,61.74,62.22,66.08,62.27
RH2M,2021,25.0,52.5,65.44,74.34,69.5,67.95,69.93,74.39,74.92,67.86,63.29,64.55,64.49,65.85,68.51
RH2M,2021,25.0,53.125,65.09,74.62,71.48,70.22,74.24,78.34,77.57,69.62,64.62,65.47,63.23,64.83,69.91
RH2M,2021,25.0,53.75,64.23,74.24,70.97,70.58,76.53,77.98,76.92,69.96,65.23,65.6,61.85,63.43,69.77
RH2M,2021,25.0,54.375,62.87,72.85,69.28,68.52,76.58,75.38,72.94,69.5,65.92,64.36,61.27,62.89,68.5
RH2M,2021,25.0,55.0,57.49,66.27,57.28,53.99,59.0,57.76,54.59,53.45,57.14,56.72,57.51,60.65,57.59
RH2M,2021,25.0,55.625,52.2,57.92,43.04,34.0,33.47,35.69,38.66,34.75,41.78,47.67,53.85,59.43,44.29
RH2M,2021,25.0,56.25,50.87,58.2,44.6,37.52,35.3,40.83,47.3,48.56,46.49,51.84,57.09,60.71,48.22
RH2M,2021,25.5,51.875,65.43,72.06,63.89,61.52,60.75,65.68,68.33,63.05,59.51,62.87,62.47,66.3,64.28
RH2M,2021,25.5,52.5,65.13,73.88,71.6,71.38,72.86,79.15,78.38,69.81,65.28,65.27,64.02,65.45,70.16
RH2M,2021,25.5,53.125,64.02,73.82,73.6,72.88,77.56,82.54,81.45,72.49,66.29,66.07,62.92,63.74,71.43
RH2M,2021,25.5,53.75,62.55,72.97,73.47,73.28,79.76,81.88,82.29,74.06,67.61,66.01,61.58,61.93,71.44
RH2M,2021,25.5,54.375,61.19,72.46,72.72,73.11,79.95,79.37,79.29,73.61,68.82,65.21,60.82,61.09,70.62
RH2M,2021,25.5,55.0,58.98,71.99,72.12,72.5,78.81,75.35,73.89,69.53,68.65,63.18,59.74,60.63,68.75
RH2M,2021,25.5,55.625,52.81,62.68,54.92,48.3,49.16,49.96,52.11,48.38,53.65,52.71,53.76,57.91,52.97
RH2M,2021,25.5,56.25,48.49,58.34,49.2,41.47,38.48,45.94,51.57,52.61,49.37,52.87,54.75,57.84,50.03
RH2M,2021,26.0,51.875,64.66,71.98,67.58,66.06,65.47,73.35,72.95,66.12,63.18,64.56,62.79,65.81,67.01
RH2M,2021,26.0,52.5,63.87,72.94,72.94,74.09,75.76,82.19,81.25,72.02,67.28,66.59,63.4,64.48,71.38
RH2M,2021,26.0,53.125,62.01,72.43,74.6,75.2,79.23,83.76,82.93,73.85,68.43,66.77,62.46,62.7,72.02
RH2M,2021,26.0,53.75,60.14,71.67,74.02,73.95,78.62,82.47,82.23,75.08,69.56,66.47,61.16,60.74,71.33
RH2M,2021,26.0,54.375,59.14,71.42,74.56,75.23,79.86,81.92,81.65,75.63,71.45,66.13,60.21,59.69,71.4
RH2M,2021,26.0,55.0,57.73,71.89,75.4,76.11,81.19,80.65,80.52,74.48,72.39,65.54,59.54,59.06,71.19
RH2M,2021,26.0,55.625,55.02,70.63,71.63,69.9,71.43,71.55,73.17,67.43,70.97,61.68,56.99,58.2,66.51
RH2M,2021,26.0,56.25,48.35,62.36,57.58,51.19,48.41,55.03,60.33,58.1,57.58,54.31,52.89,56.17,55.14
RH2M,2022,22.5,51.875,49.54,40.92,24.28,19.2,18.84,18.96,29.26,23.27,25.45,31.25,35.27,54.38,30.87
RH2M,2022,22.5,52.5,53.33,43.28,26.55,19.34,20.92,19.95,29.61,22.84,26.06,33.69,37.38,55.28,32.34
RH2M,2022,22.5,53.125,55.92,45.46,28.08,19.88,21.76,20.99,30.76,23.08,27.17,36.14,40.24,55.9,33.76
RH2M,2022,22.5,53.75,57.72,46.93,29.71,20.34,22.44,22.58,32.4,23.43,27.96,36.75,42.04,55.92,34.82
RH2M,2022,22.5,54.375,58.78,47.8,31.27,20.99,23.55,23.56,34.21,23.71,28.8,35.78,43.06,54.82,35.5
RH2M,2022,22.5,55.0,57.84,46.89,31.71,21.23,24.15,23.46,35.22,23.72,28.91,32.54,42.32,51.76,34.95
RH2M,2022,22.5,55.625,54.84,43.15,29.74,19.3,22.11,22.69,36.03,24.08,28.73,26.94,39.48,47.86,32.89
RH2M,2022,22.5,56.25,51.32,39.3,26.56,17.94,19.42,23.61,37.58,26.51,30.79,26.28,37.38,44.69,31.77
RH2M,2022,23.0,51.875,52.6,44.58,27.06,22.5,21.61,22.6,32.02,26.81,29.34,36.19,38.99,56.96,34.25
RH2M,2022,23.0,52.5,55.86,46.8,29.57,22.4,24.5,23.42,31.54,25.48,29.57,37.82,40.69,57.8,35.43
RH2M,2022,23.0,53.125,58.93,49.26,31.06,22.81,25.29,24.75,32.82,25.67,31.08,40.95,43.98,59.13,37.12
RH2M,2022,23.0,53.75,60.77,51.15,32.84,23.48,26.52,26.37,33.91,25.58,31.63,42.1,45.66,59.26,38.24
RH2M,2022,23.0,54.375,61.41,51.78,34.26,24.02,27.74,26.81,35.19,25.08,31.47,41.18,46.21,57.81,38.54
RH2M,2022,23.0,55.0,60.32,49.76,33.95,23.56,28.49,25.03,36.22,24.39,30.48,36.07,44.72,54.29,37.24
RH2M,2022,23.0,55.625,57.2,45.04,30.66,19.98,24.91,22.38,36.27,23.79,28.18,27.18,40.64,50.07,33.83
RH2M,2022,23.0,56.25,53.04,39.36,25.26,17.15,19.15,21.4,36.82,24.9,27.62,24.29,36.88,46.4,31.01
RH2M,2022,23.5,51.875,56.17,49.46,31.24,27.79,26.8,28.57,37.71,33.45,35.92,42.53,43.97,58.64,39.33
RH2M,2022,23.5,52.5,58.56,51.77,33.82,27.81,30.76,29.7,37.12,31.35,36.38,43.66,45.81,60.1,40.54
RH2M,2022,23.5,53.125,61.74,54.26,35.8,28.15,31.55,31.17,37.91,31.37,38.66,47.82,49.3,62.46,42.48
RH2M,2022,23.5,53.75,63.53,56.36,38.11,29.37,33.47,33.5,38.02,30.11,38.35,48.91,50.57,62.43,43.52
RH2M,2022,23.5,54.375,63.71,56.24,38.88,29.35,33.9,32.38,37.88,27.93,36.46,46.85,50.35,60.59,42.83
RH2M,2022,23.5,55.0,62.61,53.33,37.27,27.07,33.61,27.67,37.85,25.95,33.41,40.37,48.4,57.25,40.36
RH2M,2022,23.5,55.625,60.05,47.68,32.58,21.54,28.41,22.93,37.49,24.01,28.88,29.48,43.54,53.32,35.8
RH2M,2022,23.5,56.25,59.54,43.49,26.43,17.66,20.74,21.61,41.05,25.1,28.16,26.99,41.76,52.89,33.78
RH2M,2022,24.0,51.875,62.96,59.93,46.01,44.28,42.15,43.98,52.87,49.57,48.96,49.92,52.12,62.08,51.21
RH2M,2022,24.0,52.5,63.75,60.84,46.54,44.19,46.65,45.84,52.57,46.43,48.72,50.74,53.2,62.67,51.81
RH2M,2022,24.0,53.125,64.57,61.73,46.19,43.54,46.27,46.45,51.57,45.48,50.31,54.28,55.27,63.9,52.43
RH2M,2022,24.0,53.75,66.55,63.36,48.48,46.04,49.04,49.55,50.99,44.46,50.96,55.65,57.16,64.47,53.85
RH2M,2022,24.0,54.375,65.87,60.9,45.58,40.88,45.03,42.44,44.85,35.75,45.03,52.84,55.08,62.56,49.68
RH2M,2022,24.0,55.0,63.64,56.8,40.84,32.18,40.01,31.19,40.16,28.4,37.92,45.78,52.12,59.69,44.02
RH2M,2022,24.0,55.625,62.62,51.01,35.19,23.47,31.57,24.1,39.67,24.64,31.2,33.91,46.98,57.11,38.43
RH2M,2022,24.0,56.25,64.39,47.81,28.85,19.4,22.11,23.8,48.16,29.23,32.18,32.48,47.24,58.59,37.85
RH2M,2022,24.5,51.875,68.85,69.6,61.43,59.45,57.27,58.96,66.99,63.55,59.37,55.1,58.83,65.02,62.0
RH2M,2022,24.5,52.5,70.5,71.79,67.16,68.03,69.37,69.06,73.65,66.74,62.18,57.13,60.71,65.37,66.79
RH2M,2022,24.5,53.125,71.25,73.24,70.37,72.92,74.11,75.4,76.6,70.01,67.71,61.8,63.31,66.38,70.24
RH2M,2022,24.5,53.75,70.32,72.08,69.32,72.7,74.48,76.17,74.21,68.31,68.06,63.05,63.16,65.96,69.8
RH2M,2022,24.5,54.375,68.1,67.06,59.56,61.29,64.94,62.45,61.65,54.39,60.24,59.82,61.35,64.48,62.08
RH2M,2022,24.5,55.0,63.5,59.73,45.84,41.27,47.74,37.84,44.66,34.01,44.75,50.99,54.95,60.36,48.76
RH2M,2022,24.5,55.625,63.96,55.16,38.91,27.14,35.49,26.5,42.02,26.9,35.47,41.05,51.16,59.83,41.93
RH2M,2022,24.5,56.25,66.74,53.8,36.75,26.85,28.66,31.38,55.52,40.24,40.78,42.17,51.99,60.51,44.62
RH2M,2022,25.0,51.875,70.39,71.67,63.92,59.53,56.97,58.67,68.37,65.22,60.19,56.03,59.95,65.55,63.01
RH2M,2022,25.0,52.5,71.44,73.81,72.77,71.53,72.23,72.8,78.24,71.34,65.54,58.28,61.81,65.0,69.55
RH2M,2022,25.0,53.125,70.79,73.42,74.54,74.54,75.87,77.55,79.67,71.21,68.85,60.77,62.62,64.5,71.18
RH2M,2022,25.0,53.75,69.64,72.32,73.9,75.86,77.06,80.04,78.94,70.94,70.46,62.74,63.0,64.01,71.56
RH2M,2022,25.0,54.375,68.51,70.55,71.0,75.28,76.94,78.25,75.03,68.66,70.65,64.11,63.56,64.33,70.56
RH2M,2022,25.0,55.0,64.92,64.92,59.09,61.63,63.82,57.81,58.77,50.94,58.97,58.61,59.75,61.57,60.03
RH2M,2022,25.0,55.625,63.23,58.67,44.72,36.25,42.84,33.81,45.91,33.55,43.58,48.52,55.1,60.02,47.14
RH2M,2022,25.0,56.25,66.3,58.89,46.64,35.0,37.72,40.8,61.8,50.71,50.36,50.55,56.23,60.21,51.27
RH2M,2022,25.5,51.875,70.35,71.69,66.86,62.25,61.11,60.7,71.77,67.72,63.4,57.84,60.7,65.29,64.95
RH2M,2022,25.5,52.5,70.44,72.52,74.24,73.37,73.6,74.85,81.26,73.56,69.08,59.81,61.68,64.46,70.74
RH2M,2022,25.5,53.125,69.41,71.58,76.35,76.35,76.6,78.94,81.79,74.29,72.0,62.54,62.27,63.67,72.15
RH2M,2022,25.5,53.75,68.08,69.82,75.9,77.89,77.82,81.81,81.74,73.91,73.86,65.0,62.98,63.14,72.67
RH2M,2022,25.5,54.375,66.87,68.55,74.32,78.29,78.67,81.51,79.42,72.18,73.91,65.73,63.4,62.76,72.14
RH2M,2022,25.5,55.0,65.73,68.31,72.76,80.13,80.03,79.25,74.19,68.78,72.12,65.59,63.56,61.92,71.02
RH2M,2022,25.5,55.625,62.75,61.92,56.18,53.1,56.69,49.37,55.81,48.0,56.31,55.29,58.47,57.91,55.95
RH2M,2022,25.5,56.25,65.33,60.24,51.02,39.59,44.08,45.06,64.63,56.07,54.14,50.93,56.76,56.96,53.73
RH2M,2022,26.0,51.875,69.56,71.18,70.43,67.76,66.85,66.58,76.8,70.91,66.44,60.38,61.16,64.86,67.74
RH2M,2022,26.0,52.5,69.13,70.26,75.82,74.83,74.25,77.44,82.95,75.05,71.27,62.6,62.09,63.81,71.64
RH2M,2022,26.0,53.125,67.55,69.06,76.79,76.86,76.32,80.86,82.03,75.42,73.77,64.57,62.52,62.82,72.4
RH2M,2022,26.0,53.75,66.2,67.16,76.12,76.59,76.47,81.02,80.78,75.29,75.01,65.57,62.91,62.0,72.11
RH2M,2022,26.0,54.375,64.98,66.75,75.82,78.73,79.37,82.65,80.22,75.83,75.92,65.75,63.54,61.31,72.59
RH2M,2022,26.0,55.0,64.12,67.48,75.41,81.48,82.07,83.4,78.15,74.56,77.1,66.16,64.28,60.43,72.89
RH2M,2022,26.0,55.625,63.31,66.75,71.82,75.02,76.81,72.84,72.21,68.09,73.71,64.47,63.94,58.75,68.97
RH2M,2022,26.0,56.25,63.91,62.29,58.77,50.87,53.38,53.79,68.4,60.83,61.18,53.82,58.26,55.22,58.39
RH2M,2023,22.5,51.875,63.47,41.5,37.03,34.16,21.16,22.86,19.9,19.24,26.38,33.69,47.72,53.44,35.02
RH2M,2023,22.5,52.5,61.5,41.17,35.5,32.51,20.98,22.54,20.35,18.7,27.37,33.86,46.29,53.68,34.51
RH2M,2023,22.5,53.125,60.92,41.91,35.88,31.6,20.95,22.54,21.36,19.49,28.49,34.96,45.99,54.27,34.84
RH2M,2023,22.5,53.75,59.07,42.75,35.79,30.84,20.68,22.56,22.27,20.69,29.08,35.53,45.74,53.49,34.84
RH2M,2023,22.5,54.375,56.97,43.79,35.48,30.59,21.04,22.4,23.18,22.06,29.23,34.96,45.98,52.24,34.78
RH2M,2023,22.5,55.0,52.76,43.58,33.9,30.79,21.34,22.34,23.61,23.07,28.54,32.99,44.61,49.36,33.85
